2015-06-01 06:29:01,540,Sensor,DEBUG,a debug message
2015-06-01 06:29:01,549,Sensor,INFO,an info message
2015-06-01 06:29:01,556,Sensor,WARNING,A Checkout this warning.
2015-06-01 06:29:01,559,Sensor,ERROR,An error writen here.
2015-06-01 06:29:01,564,Sensor,CRITICAL,Something very critical happened.
2015-06-01 06:30:46,866,Sensor,DEBUG,a debug message
2015-06-01 06:30:46,882,Sensor,INFO,an info message
2015-06-01 06:30:46,886,Sensor,WARNING,A Checkout this warning.
2015-06-01 06:30:46,889,Sensor,ERROR,Roni is Here.
2015-06-01 06:30:46,891,Sensor,CRITICAL,Something very critical happened.
2015-06-01 06:36:50,094,Sensor,DEBUG,2015-06-01 06:36:50,203,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 06:37:57,286,Sensor,DEBUG,2015-06-01 06:37:57,203,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 06:38:58,703,Sensor,DEBUG,2015-06-01 06:38:58,197,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 06:39:32,804,Sensor,INFO,2015-06-01 06:39:32,204,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 07:36:20,451,Sensor,INFO,2015-06-01 07:36:17,342,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:09:53,277,Sensor,INFO,2015-06-01 08:09:49,371,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:11:00,092,Sensor,INFO,2015-06-01 08:11:00,216,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:12:01,361,Sensor,INFO,2015-06-01 08:12:01,173,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:13:03,129,Sensor,INFO,2015-06-01 08:13:03,175,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:14:04,740,Sensor,INFO,2015-06-01 08:14:04,178,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:15:06,292,Sensor,INFO,2015-06-01 08:15:06,199,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:16:09,159,Sensor,INFO,2015-06-01 08:16:09,233,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:17:10,652,Sensor,INFO,2015-06-01 08:17:10,235,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:18:12,877,Sensor,INFO,2015-06-01 08:18:12,222,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 08:19:14,309,Sensor,INFO,2015-06-01 08:19:14,172,-99.50,-99.50,0.00,0.00,0,0,0
2015-06-01 09:30:02,367,Sensor,INFO,2015-06-01 09:29:59,366,-99.50,-99.50,0.00,21.53,0,0,0
2015-06-01 09:31:07,656,Sensor,INFO,2015-06-01 09:31:07,654,-99.50,-99.50,0.00,21.80,0,0,0
2015-06-01 09:32:09,376,Sensor,INFO,2015-06-01 09:32:09,655,-99.50,-99.50,1.74,21.68,0,0,0
