2015-08-26 12:14:32,105,Sensor,INFO,2015-08-26 12:14:32,7,382,34,27.00,42.30,446,0,0
2015-08-26 12:14:42,127,Sensor,INFO,2015-08-26 12:14:42,6,368,25,27.00,42.20,446,0,0
2015-08-26 12:14:52,149,Sensor,INFO,2015-08-26 12:14:52,2,386,33,27.00,42.50,445,0,0
2015-08-26 12:15:02,164,Sensor,INFO,2015-08-26 12:15:02,1,373,25,27.00,42.30,444,0,0
2015-08-26 12:15:12,196,Sensor,INFO,2015-08-26 12:15:12,0,366,27,27.00,41.90,447,0,0
2015-08-26 12:15:22,218,Sensor,INFO,2015-08-26 12:15:22,5,386,32,26.90,41.40,445,0,0
2015-08-26 12:15:32,240,Sensor,INFO,2015-08-26 12:15:32,4,367,27,26.90,41.70,444,0,0
2015-08-26 12:15:42,262,Sensor,INFO,2015-08-26 12:15:42,5,367,34,26.90,42.10,446,0,0
2015-08-26 12:15:52,284,Sensor,INFO,2015-08-26 12:15:52,8,385,28,26.90,42.00,446,0,0
2015-08-26 12:16:02,303,Sensor,INFO,2015-08-26 12:16:02,2,375,31,26.90,42.00,446,0,0
2015-08-26 12:16:12,336,Sensor,INFO,2015-08-26 12:16:12,11,364,31,26.90,41.80,446,0,0
2015-08-26 12:16:22,354,Sensor,INFO,2015-08-26 12:16:22,13,384,25,26.90,41.60,446,0,0
2015-08-26 12:16:32,376,Sensor,INFO,2015-08-26 12:16:32,7,371,34,26.80,42.10,446,0,0
2015-08-26 12:16:42,398,Sensor,INFO,2015-08-26 12:16:42,11,365,32,26.80,41.70,445,0,0
2015-08-26 12:16:52,420,Sensor,INFO,2015-08-26 12:16:52,7,385,31,26.80,41.70,444,0,0
2015-08-26 12:17:02,434,Sensor,INFO,2015-08-26 12:17:02,5,373,33,26.80,41.80,444,0,0
2015-08-26 12:17:12,466,Sensor,INFO,2015-08-26 12:17:12,6,360,32,26.80,41.90,444,0,0
2015-08-26 12:17:22,488,Sensor,INFO,2015-08-26 12:17:22,5,371,33,26.80,41.90,444,0,0
2015-08-26 12:17:32,510,Sensor,INFO,2015-08-26 12:17:32,0,383,25,26.80,41.90,441,0,0
2015-08-26 12:17:42,532,Sensor,INFO,2015-08-26 12:17:42,0,370,25,26.80,41.90,445,0,0
2015-08-26 12:17:52,554,Sensor,INFO,2015-08-26 12:17:52,12,360,31,26.80,42.10,442,0,0
